Time,Distance
9.35629,0.03357878
9.36313,0.03033846
9.371104,0.02651579
9.376678,0.02381895
9.383005,0.02073507
9.390768,0.01692293
9.396867,0.01391042
9.404778,0.009983178
9.411353,0.00670729
9.41816,0.003308253
9.424871,4.69327E-05
9.43241,0.003815309
9.439677,0.007442845
9.445747,0.01046551
9.45365,0.01438626
9.460249,0.01764285
9.468052,0.02146854
9.489667,0.03187818
9.494685,0.03424629
9.501964,0.03764202
9.509384,0.04105261
9.515238,0.0437033
9.522987,0.04715494
9.530049,0.05023858
9.536969,0.05319953
9.544242,0.05624291
9.55154,0.05922207
9.558599,0.06202818
9.564948,0.06448688
9.573058,0.06753224
9.579306,0.06980284
9.587477,0.0726693
9.594881,0.07516193
9.602093,0.07749107
9.608371,0.07943671
9.614708,0.08132118
9.623025,0.08367024
9.630123,0.08556088
9.637257,0.0873523
9.644368,0.08902757
9.652143,0.0907305
9.659144,0.09214643
9.665625,0.09335654
9.673674,0.09472297
9.680312,0.09573458
9.688296,0.09681149
9.69486,0.09758124
9.702223,0.09831983
9.709517,0.09892006
9.716399,0.09936573
9.723809,0.09971406
9.731248,0.0999261
9.738907,0.1
9.744253,0.09996467
9.75246,0.09977152
9.758442,0.09952484
9.764852,0.09916174
9.7726,0.09858688
9.778179,0.09808125
9.783388,0.09754034
9.789766,0.0967879
9.795582,0.09601598
9.803665,0.09480842
9.81051,0.09366481
9.816047,0.09265924
9.823605,0.09117233
9.831208,0.08954506
9.838792,0.08779313
9.847088,0.08573212
9.855408,0.08351712
9.861816,0.08171219
9.869056,0.07957245
9.87487,0.07777831
9.880493,0.07598073
9.888689,0.07325355
9.893833,0.07147851
9.899054,0.0696288
9.906448,0.0669281
9.912951,0.06447714
9.922016,0.06094778
9.929247,0.05804245
9.936301,0.05513448
9.942471,0.05253528
9.948977,0.04973957
9.956008,0.04665991
9.961359,0.04427732
9.973637,0.03869294
9.981277,0.03514308
9.989469,0.0312801
9.99615,0.02808997
10.00452,0.0240481
10.01142,0.02068755
10.0183,0.01731293
10.02544,0.01378524
10.03295,0.01005479
10.04032,0.006381705
10.04719,0.002953532
10.05458,0.0007417102
10.06169,0.00429455
10.06922,0.008054531
10.07483,0.01084417
10.08114,0.01397554
10.08874,0.01772783
10.09517,0.02088297
10.10273,0.02456197
10.1096,0.02787636
10.11526,0.03058241
10.12258,0.03404598
10.12955,0.03730296
10.13665,0.04057423
10.14352,0.04368592
10.15145,0.04721963
10.15937,0.05066982
10.16526,0.05318865
10.17302,0.05643086
10.17937,0.05902435
10.18686,0.06200553
10.19386,0.06471381
10.2019,0.06772342
10.2094,0.07043445
10.21652,0.07291891
10.22408,0.0754514
10.23128,0.07776362
10.23835,0.07993827
10.24475,0.08181996
10.25336,0.08421862
10.26,0.08596195
10.2666,0.0876006
10.27407,0.08934029
10.28104,0.09085096
10.28971,0.09257634
10.29665,0.09383363
10.30465,0.09513996
10.31194,0.09619984
10.31983,0.09720141
10.32684,0.09796486
10.33411,0.0986298
10.34177,0.09918945
10.34898,0.09958268
10.35595,0.09984034
10.36302,0.09997758
10.37095,0.09998291
10.37767,0.09986438
10.38436,0.09963445
10.39214,0.09922705
10.39778,0.09883785
10.4051,0.09821558
10.41168,0.0975435
10.41809,0.0967872
10.42475,0.09589643
10.43213,0.09478506
10.43956,0.09353546
10.44624,0.09230264
10.45467,0.0905997
10.46179,0.08903664
10.4697,0.08716471
10.47691,0.08534159
10.48398,0.08344648
10.49098,0.0814664
10.49727,0.07960331
10.50487,0.07724607
10.5114,0.07513255
10.51816,0.07285961
10.52565,0.07024436
10.5323,0.06783839
10.54114,0.06452718
10.54859,0.06163611
10.55635,0.05853426
10.56292,0.05584144
10.56944,0.05310946
10.57716,0.0497967
10.58424,0.04670028
10.59114,0.04361828
10.59708,0.04092709
10.605,0.03728666
10.61107,0.03445274
10.61953,0.03044906
10.62668,0.02702753
10.63463,0.02317984
10.64217,0.01949835
10.64914,0.01606936
10.65715,0.01210415
10.66374,0.008824604
10.67173,0.004840217
10.67826,0.001580096
10.68557,0.002076458
10.69254,0.005561895
10.69959,0.009074757
10.70675,0.01263539
10.71402,0.01623064
10.72176,0.02003436
10.72935,0.02373659
10.73781,0.02782629
10.74466,0.03109854
10.75284,0.03496054
10.76075,0.03863457
10.76791,0.0419133
10.77591,0.04551059
10.78309,0.04867559
10.7912,0.05217715
10.79855,0.05527605
10.80639,0.05850036
10.81369,0.06141911
10.82213,0.06469675
10.82918,0.06734117
10.83674,0.0700871
10.84321,0.07235952
10.85086,0.0749453
10.85777,0.0771863
10.86468,0.07933667
10.87281,0.08174495
10.8793,0.08357164
10.88713,0.08565506
10.89473,0.08755536
10.9021,0.08927651
10.9098,0.09094292
10.91652,0.09228993
10.9235,0.09357727
10.92985,0.09464955
10.93689,0.0957255
10.94322,0.09659347
10.95035,0.09745478
10.95732,0.09817652
10.96376,0.09873775
10.97218,0.09931681
10.97857,0.09963894
10.98626,0.09989153
10.9935,0.09999462
11.00089,0.09996464
11.00844,0.09979317
11.01521,0.09951822
11.02345,0.09903049
11.03015,0.09850951
11.0371,0.09785239
11.04435,0.09704082
11.0511,0.09617142
11.05877,0.09504893
11.06511,0.09401662
11.07323,0.09255666
11.07982,0.09125962
11.08641,0.08986306
11.0931,0.08834412
11.09863,0.08701523
11.10526,0.08533456
11.1116,0.08363803
11.11968,0.08135778
11.12594,0.07949622
11.13342,0.07717472
11.14119,0.07464659
11.14794,0.07235722
11.15611,0.06947786
11.16233,0.0672086
11.17047,0.06413924
11.17632,0.06186884
11.18386,0.05886183
11.19168,0.05566051
11.19847,0.05280615
11.20619,0.04948763
11.21315,0.04643618
11.22095,0.04294966
11.22771,0.03986965
11.2349,0.03655056
11.24194,0.03325339
11.2489,0.02995218
11.25637,0.02636679
11.26192,0.02368073
11.27022,0.01963028
11.2761,0.01673905
11.28392,0.01287045
11.29136,0.009174383
11.29783,0.005948163
11.30505,0.00234047
11.31248,0.001374025
11.31943,0.004848119
11.32583,0.008038436
11.33269,0.01145136
11.34067,0.01540775
11.34804,0.01903746
11.35613,0.0229897
11.36324,0.02643305
11.37158,0.03043516
11.37854,0.03373003
11.38624,0.03732691
11.39399,0.04089464
11.40154,0.04430619
11.41037,0.04821952
11.41809,0.05156477
11.42592,0.05488167
11.43472,0.05850479
11.4428,0.06173061
11.45064,0.06476866
11.45819,0.06759861
11.46539,0.07020573
11.47366,0.07309011
11.48108,0.07557036
11.48989,0.0783821
11.49696,0.0805261
11.50446,0.0826934
11.51189,0.08472467
11.51935,0.08664628
11.52647,0.08836985
11.53375,0.09001266
11.54085,0.0915024
11.54747,0.09278843
11.5555,0.09420966
11.56244,0.09531654
11.57032,0.09643336
11.57724,0.09729162
11.58428,0.0980452
11.59176,0.09871215
11.59965,0.09926639
11.60673,0.09963199
11.61481,0.0998969
11.62289,0.09999876
11.63044,0.09994635
11.63807,0.09974884
11.6452,0.09943311
11.65339,0.09891444
11.66044,0.09833502
11.668,0.09757845
11.67578,0.09665391
11.68306,0.09565548
11.69314,0.09406522
11.69836,0.09314863
11.70708,0.09147292
11.71407,0.09000645
11.7226,0.08806729
11.73017,0.08621103
11.73808,0.08413981
11.74503,0.08221199
11.75309,0.07985115
11.76028,0.07763617
11.76827,0.07505555
11.77533,0.07267759
11.78195,0.07036571
11.78988,0.06749161
11.79619,0.06512938
11.8041,0.06207951
11.8114,0.05917768
11.8171,0.05685817
11.82407,0.0539576
11.83056,0.05119614
11.83815,0.0478979
11.84367,0.04545892
11.85216,0.04163704
11.85806,0.03893833
11.86376,0.03629607
11.87149,0.03266947
11.87727,0.02992404
11.88266,0.02734263
11.88939,0.0240903
11.89509,0.02131673
11.90515,0.01637777
11.9122,0.01288886
11.91997,0.009026861
11.92595,0.006047039
11.93437,0.001843015
11.94036,0.001151392
11.94643,0.004189361
11.9532,0.007568125
11.9578,0.009858067
11.96333,0.012605
11.97125,0.01652329
11.97722,0.01945872
11.984,0.02277222
11.9908,0.02606728
11.99738,0.02922939
12.00472,0.03272093
12.02051,0.04007296
12.03259,0.04552915
12.03739,0.04765184
12.04421,0.05062114
12.05163,0.05378718
12.05713,0.05608395
12.06415,0.05895351
12.07362,0.0627123
12.07999,0.06515854
12.08824,0.06823205
12.09516,0.07071903
12.10251,0.07327165
12.1098,0.0757012
12.11695,0.07798928
12.12429,0.08023183
12.13179,0.08241555
12.14037,0.08476747
12.14718,0.0865242
12.15548,0.08853009
12.16282,0.09017643
12.17083,0.09183566
12.17791,0.09317784
12.18584,0.09454414
12.19296,0.09564388
12.20042,0.09666523
12.20791,0.09755661
12.21484,0.09825923
12.2229,0.098928
12.23062,0.09941787
12.23871,0.09977221
12.24552,0.09994409
12.25354,0.0999978
12.26114,0.09990036
12.26882,0.09965526
12.27614,0.09928533
12.28345,0.09878264
12.29109,0.09811639
12.29823,0.09736495
12.30545,0.09647777
12.31341,0.0953556
12.32016,0.09428404
12.3275,0.09299707
12.33537,0.09147934
12.34231,0.09002284
12.34997,0.08828888
12.35708,0.08656451
12.36395,0.08479537
12.37214,0.08255291
12.37877,0.08063842
12.38643,0.0783134
12.39286,0.07627574
12.40076,0.07366242
12.40804,0.07115083
12.41502,0.06865782
12.42323,0.06561367
12.4298,0.06310192
12.43699,0.06027288
12.44382,0.05751273
12.45154,0.05431158
12.45871,0.0512681
12.46577,0.0482039
12.4733,0.0448724
12.48022,0.04175724
12.48791,0.03822978
12.49462,0.03511189
12.50182,0.03171588
12.50911,0.02824065
12.51657,0.02464402
12.52389,0.02108025
12.53119,0.01750024
12.53887,0.01370463
12.54493,0.01069965
12.55249,0.00693424
12.56013,0.003118883
12.56784,0.0007357372
12.57526,0.004443311
12.58183,0.007722676
12.58968,0.01162667
12.59667,0.01508981
12.60461,0.01900176
12.612,0.02261779
12.62036,0.02666683
12.62728,0.02998812
12.63472,0.03351328
12.64235,0.03708496
12.6495,0.04037901
12.65663,0.04361327
12.66392,0.04686427
12.67199,0.05038946
12.67919,0.05346338
12.68663,0.05657072
12.69414,0.05962666
12.70172,0.06262649
12.70893,0.0653956
12.71596,0.06801432
12.73476,0.07459269
12.74214,0.07699873
12.75284,0.08030107
12.75917,0.0821481
12.76674,0.08424645
12.77495,0.08638778
12.78255,0.08823911
12.79031,0.08999582
12.79703,0.09141132
12.80506,0.09296386
12.81143,0.09409096
12.81849,0.0952269
12.82492,0.09615957
12.83136,0.09699326
12.83842,0.09779211
12.84451,0.09838285
12.85167,0.09896042
12.85839,0.09938804
12.86448,0.09967826
12.87312,0.09993141
12.88054,0.1
12.88859,0.09991888
12.89538,0.09972437
12.90314,0.09936173
12.90988,0.09892492
12.91667,0.09837219
12.92325,0.0977271
12.92977,0.09698399
12.93699,0.09604251
12.9432,0.09513027
12.9497,0.09407807
12.95742,0.09270068
12.96307,0.09160396
12.97044,0.09006543
12.97725,0.08853214
12.98432,0.08683287
12.99211,0.08483612
12.9989,0.08299144
13.00618,0.0809053
13.01425,0.07846799
13.02212,0.07596891
13.02901,0.07368426
13.03671,0.07102921
13.04319,0.06871097
13.05087,0.06586883
13.05758,0.06331111
13.064,0.0607908
13.0726,0.05732461
13.07924,0.05457035
13.08659,0.05145849
13.09418,0.04816568
13.10164,0.0448641
13.10882,0.04162779
13.11501,0.03879539
13.12289,0.03513498
13.13001,0.03178051
13.13718,0.0283587
13.14421,0.02497353
13.15165,0.02135189
13.15785,0.01831753
13.16343,0.01556714
13.18647,0.0041084
13.19218,0.001252316
13.20053,0.00292204
13.20765,0.006473986
13.21485,0.01006481
13.22215,0.01368716
13.2284,0.01677706
13.23546,0.02024523
13.24171,0.02329513
13.24767,0.02618021
13.25494,0.0296722
13.26079,0.03245249
13.26912,0.03636481
13.27563,0.03937688
13.2816,0.04210174
13.28962,0.04570489
13.29556,0.04832342
13.30404,0.05199327
13.31052,0.05473202
13.31628,0.05712004
13.32372,0.06013086
13.33032,0.06273418
13.33865,0.06592452
13.34524,0.06836376
13.35312,0.07118855
13.35924,0.07330193
13.36576,0.0754796
13.37359,0.07799135
13.37985,0.07991023
13.38742,0.08212794
13.394,0.08395966
13.40233,0.08614939
13.40927,0.08785941
13.41463,0.089107
13.42218,0.09075742
13.42893,0.0921227
13.43718,0.09364815
13.444,0.09478953
13.45172,0.09594805
13.4579,0.09677335
13.46464,0.09756721
13.4728,0.0983796
13.49255,0.09966817
